,blood_mac_1,blood_mac_2,blood_mac_3,sm_mac_1,sm_mac_2,sm_mac_3
Pparg,46.0490541312315,48.9819550179271,46.3241665264737,36.768449919439,49.4979726724309,41.5173115979689
Tsen2,5.03805528854033,4.32742329175898,3.44406060578606,4.26218507566913,3.97478572592616,3.19683299304361
2510049J12Rik,1.22879397281472,1.56682567460239,2.20295768478207,2.61414017974373,1.59670879588487,1.41158859433094
Mkrn2,14.5919284271747,15.4071191335902,12.2248637718893,16.9919111683343,14.6081868559679,16.5654073275896
Raf1,113.049045498954,137.544911006167,116.477509136224,118.318257700575,143.873654267498,129.617046808859
Tmem40,0,0.0373053732048188,0.279248157225897,1.1365826868451,0.135890110288074,0.415173115979689
Cand2,30.9656081149308,23.2785528798069,26.6216576555355,25.0048191105922,21.6744725909478,23.7479022340382
Rpl32,403.167302480508,363.652778000574,350.642602756651,283.463722099168,291.246478874914,324.457790138127
BC060267,1.96607035650354,1.00724507653011,0.744661752602391,3.46657719487756,0.747395606584406,1.7437270871147
Mbd4,15.697843002708,14.9967600283372,17.437496040106,19.378734810709,20.1457088502069,16.1502342116099
Ift122,14.4076093312525,13.2061021145059,16.4756412763279,14.491429257275,9.81806046831333,11.2511914430496
Rho,1.87391080854244,0.783412837301195,0.589523887476893,3.4097480605353,1.08712088230459,2.98924643505376
H1foo,1.90463065786281,1.34299343537348,1.70651651638048,2.10267797066344,1.35890110288074,1.8682790219086
Plxnd1,531.97563068081,528.13216846062,567.432255483022,619.380735196238,432.979863905375,596.47921572802
Tmcc1,50.5341521320052,37.3799839512284,46.2310838073984,64.5010674784595,44.5719561744882,51.6475356278734
D6Wsu116e,120.452529185162,120.720187690794,131.060468458021,130.309205046791,130.318615766263,135.512505055771
Anubl1,1.07519472621288,1.60413104780721,1.45829593217968,3.35291892619305,2.41204945761331,1.32855397113501
43898,64.3580843261707,59.5766810080956,63.0170008139774,51.4303665797408,49.6338627827189,51.0662932655018
Alox5,6.54332790523836,3.43209433484333,2.85453671830917,9.37680716647208,7.06628573497984,12.9534012185663
Zfp422,25.7739535797886,25.8526236309394,34.564716349961,33.4723601275882,26.9402143646106,31.0134317636828
Rassf4,429.709252293306,415.95491123373,532.464180683735,426.90045717902,468.888825548999,510.579898031822
8430408G22Rik,8.75515705630484,13.1314913680962,15.9792001079263,10.683877256344,12.841615422223,16.3578207695998
Tmem72,26.8491483060015,14.3998740570601,24.7910308470546,14.5482583916173,11.7205220123464,3.36290223943548
Cxcl12,12.3800992761083,14.7356224159034,17.5305787591813,13.4116757047722,13.9287363045276,11.1266395082557
Zfp637,7.83356157669381,5.96885971277101,7.78792082930001,5.91022997159453,6.69258793168763,5.64635437732378
Zfp239,0.58367713708699,1.11916119614456,0.83774447167769,1.07975355250285,0.88328571687248,0.415173115979689
Hnrnpf,544.724368148763,478.404105978596,505.035806129547,458.15648106726,478.876748655172,473.048248347258
Fxyd4,7.37276383688829,5.7450274735421,2.79248157225897,4.20535594132687,3.60108792263396,4.11021384819893
Rasgef1a,0.767996233009197,0.746107464096376,0.589523887476893,2.84145671711275,0.0679450551440369,0.747311608763441
Csgalnact2,71.0550114780109,47.4897400897343,69.8740944525244,63.5918013289834,56.5302858798387,65.0991445856153
Ret,0.614396986407358,0.373053732048188,0.217193011175697,2.84145671711275,0.543560441152295,0.37365580438172
Bms1,51.9779850500625,66.8885341562401,63.5754971284291,65.2398462249088,58.5686375341598,62.1929327737575
Zfp248,1.78175126058134,2.23832239228913,2.23398525780717,7.38778746449316,1.56273626831285,3.90262729020908
Zfp9,6.0210904667921,3.58131582766261,3.97152934721275,12.2182638835848,4.92601649794267,7.51463339923238
Ankrd26,11.0898656046528,12.758437636048,16.7859170065789,16.480448959254,15.7632527934166,14.697128305681
Cacna1c,2.70334674019237,0.484969851662645,0.713634179577292,4.60315988172266,1.56273626831285,1.99283095670251
Dcp1b,13.2095352077582,14.623706296289,14.3657663106211,19.6628804824202,15.2876374074083,16.8145111971774
Cacna2d4,0.184319095922207,0.0746107464096376,0,2.21633623934795,0.781368134156424,0.871863543557348
Lrtm2,2.79550628815348,2.31293313869877,2.48220584200797,2.61414017974373,1.6646538510289,1.53614052912485
Adipor2,111.697372128858,87.1453518064567,95.8752006475578,85.1868723790403,93.0507530197585,87.9751832760962
Wnt5b,2.21182915106649,1.56682567460239,0.86877204470279,1.53438662724089,0.271780220576148,0.747311608763441
Fbxl14,38.8606093902654,52.2275224867463,36.6745913156678,42.9059964284026,47.0519506872456,41.434276974773
Erc1,14.3768894819322,7.94604449262641,10.5493748285339,20.8562923036076,8.11943408971241,9.34139510954301
Rad52,5.928930918831,4.66317165060235,6.67092820039642,5.68291343422551,4.55231869465047,5.93697555850956
