order_0,order_1,order_2,order_3,order_4,order_5,order_6,order_7,order_8,order_9,order_10,order_11,order_12
70839,14677,104110,18605,211347,106564,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,19013,74147,11409,117147,623661,79464,NA,NA,NA
70839,14677,104110,18747,19013,74147,11409,117147,623661,NA,NA,NA,NA
70839,14677,104110,18747,19013,74147,11409,117147,NA,NA,NA,NA,NA
70839,14677,104110,18747,19013,74147,11409,117147,623661,67164,NA,NA,NA
70839,14677,104110,12495,21915,22171,13361,14287,NA,NA,NA,NA,NA
70839,14677,18783,13106,12408,20751,110391,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,56486,110886,268566,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,12408,20751,110391,13180,NA,NA,NA,NA,NA
70839,14677,18783,13106,12408,20751,110391,72562,NA,NA,NA,NA,NA
70839,14677,104110,18747,13074,27400,63857,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,11522,13350,17252,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,11522,13350,19682,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,11522,13350,98711,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,13074,27400,67442,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,11522,13350,19892,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,100041375,13082,77974,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,100041375,13082,19683,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,100041375,13082,241452,NA,NA,NA,NA,NA,NA
70839,14677,18783,13106,11522,13350,242285,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,15368,70383,15159,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,15368,70383,15159,15369,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,319554,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,320581,NA,NA,NA,NA,NA
70839,14677,100503710,105787,15357,17855,68603,192156,NA,NA,NA,NA,NA
70839,14677,100503710,105787,15357,17855,68603,NA,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,NA,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,14593,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,52014,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,67422,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,110606,NA,NA,NA,NA,NA
70839,14677,26413,20846,16391,58185,110196,14272,NA,NA,NA,NA,NA
70839,14677,18783,13106,13849,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18783,19224,21391,cpd:C02198,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,58988,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,13645,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,15461,11836,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22339,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,14173,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,17395,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,17387,15200,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,170722,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,245610,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,53319,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,83454,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,170722,100043292,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,170722,21681,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,170722,56009,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,72124,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,269966,66679,NA,NA,NA,NA,NA
70839,14677,19094,19052,229512,19704,14852,18458,218693,NA,NA,NA,NA
70839,14677,19094,19052,229512,19704,326622,67031,NA,NA,NA,NA,NA
70839,14677,19094,19052,229512,19704,326622,68134,NA,NA,NA,NA,NA
70839,14677,26413,58988,75705,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,170758,76884,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,19094,51792,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,15370,20181,cpd:C15493,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,19013,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,15370,20181,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,19016,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,225182,17535,19360,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,12190,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,225182,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,233826,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,12189,237911,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,104806,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,14087,NA,NA,NA,NA,NA,NA
70839,14677,18706,21833,18128,15205,211651,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,60534,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,21833,18128,15205,211651,330554,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,104806,20892,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,104806,69928,NA,NA,NA,NA,NA
70839,14677,18706,56717,71718,245000,104806,101831,NA,NA,NA,NA,NA
70839,14677,18706,21833,18128,15205,NA,NA,NA,NA,NA,NA,NA
70839,14677,100503710,19417,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,13982,19401,67603,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16000,13836,218397,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,cpd:C00575,76089,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,100503710,17532,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,12286,233046,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,12290,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12293,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12294,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12295,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12296,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12297,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12298,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12299,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12300,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,140723,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,319734,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,54376,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,54377,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,54378,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,56808,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,81904,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,81905,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,13712,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,cpd:C00027,26397,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,26408,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,13197,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16176,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,15512,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19057,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18018,20807,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,19094,19052,22601,11839,NA,NA,NA,NA,NA,NA,NA
70839,14677,19094,19052,22601,14164,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,15245,16147,14734,16002,NA,NA,NA,NA
70839,14677,104110,18747,18227,64654,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16000,13836,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16000,16590,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16000,18212,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,15461,19730,56044,66482,NA,NA,NA,NA,NA,NA,NA
70839,14677,15461,19765,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,170758,108100,13800,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,22323,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,15461,17356,20469,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,15461,17356,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18783,11689,cpd:C06314,14293,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18441,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,50791,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,99470,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,57257,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,108083,22330,21894,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,108083,22330,70549,NA,NA,NA,NA,NA,NA,NA
70839,14677,223864,109905,51791,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18754,22335,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,110891,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,110893,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,20541,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14810,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14811,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14813,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14814,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18436,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18438,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18439,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,18440,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,228139,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,231602,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20927,cpd:C00002,94045,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,102093,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,110094,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,18679,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,18682,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,68961,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20191,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,cpd:C01245,20192,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,109305,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,20293,12767,NA,NA,NA,NA,NA,NA,NA
70839,14677,18783,19225,cpd:C00584,19216,NA,NA,NA,NA,NA,NA,NA
70839,14677,18783,19224,21391,cpd:C02198,21390,NA,NA,NA,NA,NA,NA
70839,14677,18706,21833,53313,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,18821,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,100038859,14680,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,11941,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,320707,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,381290,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,67972,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20191,12373,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,56508,20191,12373,76757,15464,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,100502876,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,16532,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,16533,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,58802,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,72413,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16369,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,384783,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,26427,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,20682,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,56188,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,19049,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,16173,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,12156,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,24099,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,16153,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,16168,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,20315,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,22035,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,15251,20310,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100041504,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100041593,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100042493,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100504239,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100504346,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100504362,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100862177,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,18829,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,65956,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,100039053,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,24047,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,20293,12769,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,20293,12770,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,20293,12772,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,18035,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,11651,18036,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,18034,24099,72049,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,12914,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,328572,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,16159,15980,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,108071,26556,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,27373,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,20393,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,107650,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,13609,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,21824,19123,14067,14061,NA,NA,NA,NA,NA
70839,14677,26413,18792,18815,12266,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18792,18815,12266,15139,NA,NA,NA,NA,NA,NA
70839,14677,18706,21833,18128,15205,11925,18012,15874,NA,NA,NA,NA
70839,14677,104110,18747,56637,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,12649,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,50883,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,107995,30939,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,12385,22627,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,12385,22628,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,12385,22629,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,12385,22630,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,12385,22631,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,12387,12385,54401,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,12649,22390,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,12649,381759,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,55948,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,17120,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12447,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12448,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12427,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12428,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,56452,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,50793,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,26429,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,26428,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,18393,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,23834,18392,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,12442,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12566,12577,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,107995,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,52206,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,66156,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,69957,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,99152,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,107995,56371,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,17120,12236,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,56150,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,71890,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,12237,NA,NA,NA,NA,NA,NA,NA
70839,14677,18795,19055,107995,30939,105988,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12571,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,12575,12445,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,19651,13557,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,19651,242705,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,17869,54124,56438,67141,NA,NA,NA,NA,NA,NA
70839,14677,26413,110651,12235,72415,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,12442,20874,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,18033,12505,13345,387144,17248,NA,NA,NA,NA,NA
70839,14677,26413,22059,20438,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,22318,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,74370,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,51897,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,18518,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,50540,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,56716,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,12421,77040,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,11911,50873,170731,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,11911,50873,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,11920,18412,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,22241,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,20779,72018,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,51897,213948,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,51897,245860,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56484,17684,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,67605,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,12421,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,329015,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,76559,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,228361,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,100504663,67727,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,75669,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,641340,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,100504663,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,12421,73683,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,100504663,67474,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,51897,75909,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,237782,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,29869,237782,67790,NA,NA,NA,NA,NA,NA
70839,14677,19094,13198,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,19164,226641,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,21926,17130,66313,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,21926,17130,75788,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,20393,83814,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,14609,22145,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,67046,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,20539,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,17168,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,277854,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,110379,56032,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,252875,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,268933,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,319481,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,230784,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,14783,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,78757,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,20890,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,216795,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22408,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22409,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22410,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22411,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22412,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22413,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22414,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22415,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22416,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22418,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22419,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22420,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22421,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22422,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,22423,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14634,93735,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14681,13542,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14681,13543,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,14681,13544,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,cpd:C00064,cpd:C00169,cpd:C00327,cpd:C00062,71962,NA,NA,NA,NA,NA
70839,14677,18783,13106,100041375,56348,30963,106529,75778,NA,NA,NA,NA
70839,14677,26413,17395,20969,15516,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,17395,20969,15519,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,17395,20969,22027,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,17126,12829,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,13653,20750,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,21825,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,15370,NA,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,19016,11450,NA,NA,NA,NA,NA,NA,NA
70839,14677,104110,18747,18609,15378,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,18762,20787,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,26413,22059,57913,NA,NA,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,19016,11450,68465,NA,NA,NA,NA,NA,NA
70839,14677,18706,56717,19016,11450,72674,NA,NA,NA,NA,NA,NA
