geneid_symbol,pvn_A14_log2FC,pvn_L14_log2FC,pvn_A3_log2FC,pvn_L3_log2FC,PVN_14A1,PVN_14A2,PVN_14A3,PVN_14L1,PVN_14L3_b1,PVN_14L4,PVN_3A1_b1,PVN_3A2,PVN_3A3_b1,PVN_3L1_b1,PVN_3L2_b1,PVN_3L3,PVN_naive1,PVN_naive2,PVN_naive3
Bbs7,-0.449360265275172,-1.53084435387822,-2.64973589867809,-1.94651949006778,11.366191,3.335259,9.795037,5.371008,3.772351,1.883523,2.473067,5.348724,4.058974,4.026476,6.337261,7.970583,15.519791,3.997407,6.61308
Capn15,0.256357418078465,-0.855679537017027,-1.05452075098766,-0.264810962240313,39.735223,30.067122,25.181427,18.383118,22.744604,16.015157,16.016293,34.48096,42.510582,27.687793,20.520869,50.145616,33.266291,20.418666,27.296292
Larp1,-0.170140979870536,-0.238953729313891,-0.366398628921255,0.09783284551242,62.689785,74.879408,60.142567,59.769838,49.114233,41.817981,54.716378,76.063832,59.713172,75.485744,76.859625,74.807392,70.536567,71.214086,61.373979
Map4k1,-1.41007479482682,-2.14116701060219,-3.13832550312627,-4.29531614356733,5.949956,7.409733,9.895256,3.584537,3.822174,0.448495,1.795802,6.168217,1.85607,0.805322,2.754175,5.319235,15.812064,2.954414,7.364593
Fam53a,-0.901204143242447,1.13687531368241,-1.03746734549587,0.468557844017913,13.323993,79.150345,27.975796,54.721431,14.567266,26.445948,12.123139,30.346997,31.524373,34.432919,28.031255,21.661685,24.884211,19.631168,17.264908
Slc9a7,-1.62407100624868,-0.0989090372791779,-0.987961246763567,0.884925589473891,4.058863,4.842103,16.829989,11.68218,20.428719,4.765008,6.308012,14.159482,17.699786,23.104024,12.039517,20.791877,12.511186,13.080683,8.826542
Taf2,-2.81199679350613,-1.14399048861862,-2.40783196260977,-2.64236547356239,11.304693,69.783999,13.970519,35.923505,21.612095,8.932461,14.959756,12.264962,26.661741,12.715191,15.182282,20.69767,79.387871,13.989512,53.169185
Slc12a9,-0.850143023406891,-0.583865266688445,-0.749614978845704,-0.376077354836028,89.622986,100.967449,86.582468,107.789635,130.015004,86.085086,96.090702,146.912729,143.036083,124.487973,139.000548,137.028786,161.561531,113.132948,76.992802
Chst7,-0.674803635161679,-0.857440600500077,-1.06148408128989,-0.697480010054907,59.668752,27.864229,55.801774,52.573604,66.566786,26.413299,45.639885,60.365273,65.419269,58.738207,37.0093,81.216317,95.253971,55.411678,34.502701
Paqr7,-0.257416289395134,-0.405538519277767,0.470105679612504,0.426570033936444,57.750384,53.693915,62.867628,52.115348,64.768253,47.386674,95.622658,72.898366,86.305004,92.780194,83.074279,75.569575,69.031117,71.275031,74.323079
Nudt22,-0.0841303615125045,0.877940403364965,1.37939851581027,0.0285807948677674,11.208128,32.089517,10.183112,21.8346,0.299969,18.686651,30.910012,18.058265,30.748298,12.118881,21.227842,18.297806,11.88116,29.486474,0
Actr1b,-1.28829224723659,-0.772960085897295,-1.35987925089905,-0.299323039432854,53.206288,56.143007,54.834296,76.048981,85.976642,42.15442,50.630606,94.286613,104.962386,105.602052,83.123296,76.629622,129.950385,61.887486,27.184619
Letmd1,-0.732431321802993,-0.270160793562681,-0.386999003274935,-0.360737890688165,35.449763,15.334552,48.569902,48.839435,75.194485,41.266189,45.040046,45.069557,46.767378,45.867409,53.536847,55.804737,58.897537,34.987353,40.127855
Uvssa,-1.3260584666983,-0.674731263670722,-0.803228601523765,-0.659927279963778,7.505883,10.78222,7.56574,11.788833,9.438709,15.335382,10.784233,9.945484,10.256506,11.910425,17.133225,16.155612,18.818507,9.690613,12.673741
Sf3b6,0.960963479182234,0.506724045778085,1.59727407973271,0.708828568936781,27.648763,27.117331,42.893621,20.18069,87.363332,29.799749,42.975831,23.063123,27.607652,23.215366,49.752241,30.593963,14.203549,34.939425,34.695558
Letm2,-1.91567467107228,-0.617388627712062,-0.34159819658483,-0.230451031896452,10.393778,44.602346,18.469935,25.562097,42.232943,28.929769,30.946937,17.241631,23.086832,33.425376,32.927899,15.15767,39.214707,31.590604,36.681465
Srrt,0.253737431221453,-0.175970357665868,0.868644479834876,0.175249810491387,207.060746,156.19634,135.258671,153.724412,306.625146,74.400181,317.10511,216.565407,233.642177,196.096863,154.752322,172.888411,173.666158,205.717656,215.684068
Pafah2,-2.80730116939666,-3.2661342717565,-1.8063994934017,-3.87529103882589,5.797442,0,3.491571,4.218071,0,7.765782,11.602133,11.061278,4.123051,2.765282,9.255687,13.671835,40.580582,4.670084,1.418513
Kdm6a,-0.61504513005646,-0.756443629389493,0.0137319140458943,-0.161366799696793,27.66834,54.676773,32.631768,25.08522,56.78093,27.393907,42.782273,34.342378,43.156863,37.892555,40.495464,41.544268,42.376993,34.572339,37.343845
Enpp1,0.498209890921547,0.463929100674829,-0.0572246983918031,0.779774040045903,6.017363,7.406819,5.683447,5.876066,6.111815,5.178337,4.094527,9.430731,10.258131,7.314177,12.502341,4.5613,4.260201,8.422178,6.052711
Ctbp1,0.744777733459357,-0.00612628083361722,-0.272687908689944,-0.0531861922058355,178.432809,107.466734,101.704206,106.030322,85.88489,56.20449,88.142839,138.035861,107.853115,102.627473,121.895452,202.32361,106.481528,138.695482,83.411385
Hhat,1.32457383454893,0.779141132111585,0.0598195329266219,0.406403131378189,8.86363,11.295637,7.965565,6.073234,10.852127,6.430363,3.688779,7.615213,6.357937,4.690452,4.292182,3.656375,3.538956,3.694922,5.919528
Trmt6,-0.75889946106689,-0.494212776613938,-1.8352518631166,0.387327583186746,11.296227,96.472743,10.693913,13.571006,38.322779,8.701196,5.356968,17.234552,29.432702,25.002425,14.23335,9.236008,19.115467,13.314795,5.788031
Rcor3,-1.36972952423475,-1.05477381900662,-1.36722393812976,-0.374731332859484,11.346476,23.081579,17.137275,14.114715,1.406564,13.795993,11.366199,24.973046,23.873067,22.614412,16.031184,13.907724,29.321803,21.098095,16.801297
Atp11b,1.45714833784393,0.464374499512961,1.22466250797204,0.658255285591204,35.624821,30.701367,22.271596,17.901853,22.09268,9.567801,30.322673,33.19764,26.697513,20.476792,26.099224,16.827824,12.974999,22.357032,25.466201
Icam1,1.38109805810447,0.834309272793848,0.78084727448534,1.02864364852964,1278.262111,1254.518798,840.682177,875.024253,542.424386,748.927333,843.191899,293.945397,1054.589924,1001.199368,1120.019204,976.537103,490.758662,1354.422769,964.892462
Cnnm4,1.67771972954552,1.11013837893019,0.910367289713356,1.38120987699543,22.823036,18.968064,17.117208,15.399776,20.492779,17.231675,13.408411,17.368291,22.063412,18.582967,24.175401,18.318968,7.13394,20.531041,24.90454
Tbc1d2b,0.11137072212397,0.211746669887794,0.383675959606806,0.417438665970846,28.225264,38.584459,43.766973,30.258973,33.236052,21.332988,34.08867,45.203469,37.722213,34.895839,40.569129,36.136052,26.128356,32.288531,17.359871
Serpine1,0.155206508953418,0.619506173952293,-0.0321456937012035,0.357682565609989,74.202016,71.271649,75.693426,102.372623,61.090976,35.684898,65.165401,39.022457,146.034091,85.382147,105.054104,68.223228,66.633694,72.254792,78.583485
Ranbp10,-0.924716307098189,-0.0755016381593959,-0.0567757750915679,-0.0947758387961478,22.14933,13.216979,27.386686,39.902461,62.731821,29.228028,40.423762,50.488021,35.670719,39.372915,46.658934,55.053747,42.046315,39.786124,42.468948
Dmxl1,-0.174496400105703,0.631419105470486,-0.140423750206574,0.624497259064644,11.071383,35.029132,16.181614,19.355599,16.764309,16.367605,11.335972,22.371797,18.436128,19.262956,21.456175,19.6427,12.494835,22.938084,20.381827
Endod1,-1.26433753477948,-0.690013847721377,-0.759177088879472,-0.105723837802178,15.753385,44.205086,28.334604,23.456464,48.019719,20.72978,22.358483,27.129815,46.623271,35.168299,49.990297,27.861542,37.84229,27.554958,32.798098
Depdc5,-2.25385233944897,-1.67564925475847,-2.29035296638029,-1.39204176397773,13.462589,56.95752,20.002122,20.099491,51.712338,26.935921,13.126254,22.730438,20.641887,24.4658,11.2711,15.245758,64.210455,25.488724,23.913781
Fer1l5,-1.36723175453844,-3.53175217227212,-3.52697338882359,0.391680640909567,1.476874,0,4.971997,0.329426,0,1.474609,0.330519,2.218725,3.013156,4.998375,3.296021,5.481203,3.809967,5.523606,0
Slc30a1,0.588398739678154,0.0782191992994965,0.479068751377829,1.07982001362927,9.240285,0,19.233961,6.487928,5.361525,7.881573,8.565915,8.001252,10.020153,12.990262,9.196132,23.211851,6.145535,11.670769,9.902736
Cep85,-0.377863022414976,-0.689009901475153,0.402003348202432,-0.50268793033973,577.461656,658.402362,569.81407,465.434539,703.084857,454.707765,991.485397,767.389326,562.574744,529.598944,544.103075,375.311186,750.362732,609.174014,354.921208
Arid5a,2.86969647114163,1.22042657770764,1.22419831463324,1.67337641785858,332.242925,185.983494,190.27227,105.919527,72.797981,140.988135,106.196802,67.301923,181.823202,144.986485,150.561849,156.56712,45.45598,210.731855,139.413242
Slc18b1,-1.50319984326338,-1.76416409265755,-0.416517961327809,-0.508092601836654,8.970488,22.667679,15.766519,7.486141,11.925129,7.718128,19.051971,11.346268,22.468351,17.880234,12.229436,14.692222,25.428709,14.009591,9.293456
Azin1,0.795952987821448,0.0831117739998002,0.288456281230072,1.12023958632765,220.549854,415.549459,151.145936,134.561304,83.907765,144.372039,155.144021,82.497489,242.696448,276.138377,250.026835,174.452962,127.028465,307.729502,188.34734
Ints7,-1.85515428147396,-0.74391634489849,-2.54966279301781,-1.24894624813111,9.477811,13.791059,12.12572,20.475004,29.937215,4.193365,5.856527,14.311216,12.3588,14.427625,15.853406,13.796842,34.289814,16.157826,9.568682
Klf10,0.983258320340763,-0.0582602371175601,1.4974647873129,0.632790068009109,43.306908,72.893286,32.718965,21.039182,14.657427,18.698977,61.851288,24.515294,27.653279,33.966885,44.416551,33.175888,21.906194,39.535825,57.933116
Tedc1,2.97005505863455,1.58082230556373,-Inf,4.11664376304029,3.121704,0,1.097143,1.191766,0,3.879467,0,4.373254,1.419672,6.911134,0,2.495611,0.398397,1.108188,3.784953
Uggt1,-0.000675098955043403,0.154739147042871,-0.279807159119736,0.248937437770013,45.868792,41.40856,42.225219,51.085971,40.45923,45.443307,37.799859,53.163949,43.353512,54.532846,56.649308,45.064616,45.890261,43.898551,44.179183
Dtl,0.782673017564626,1.03263537023591,-0.18456624013254,-2.49130315701962,5.877096,4.668953,5.81344,6.988902,3.068487,6.844048,3.00604,5.013783,2.272465,0.607572,0.500639,0.541252,3.41629,2.939875,5.593734
Thoc2,-0.428841141343287,-1.33992770479744,-0.152400487005804,-1.03887794243997,52.712747,52.963094,43.700842,28.031818,35.750704,46.673487,63.845836,36.695043,38.373872,34.536337,40.859045,50.327029,70.959361,66.493473,56.476672
Asxl2,-0.542401464015413,0.0565061615289137,-0.242720333739621,0.127778230603518,23.108122,31.458003,27.591412,34.998853,36.944986,28.407466,28.443148,45.561208,37.496651,36.771288,28.680509,25.866142,33.654548,36.610783,41.763401
Ubr5,0.171560495416654,-0.745522199949508,-0.463390837839066,-0.362023887627393,90.485669,87.961995,74.76079,47.919293,51.773622,69.378905,58.269381,62.363453,77.208442,62.510777,77.348459,78.455165,80.340577,83.225211,80.787539
Slc2a12,2.89187242490506,2.18087000832402,2.52275537155071,1.81983917365731,5.399041,2.832977,1.401645,3.29825,2.373068,5.718746,4.180241,3.389725,8.496682,2.568044,4.020425,8.497415,0.727405,5.904913,5.545678
Cib2,-0.815608023581179,-1.91561168348647,-2.81442405152557,-1.70482102930943,13.06206,6.004233,11.12558,6.093651,9.75639,2.721711,3.268196,11.598219,5.961939,7.052318,5.749461,14.616544,22.989745,8.005001,24.567004
Nenf,-1.14840081104834,-1.0549637965807,0.204667158194647,-0.594497179606111,17.167234,26.727212,35.823729,18.315875,8.814672,38.233336,43.854521,21.708505,14.218289,25.202402,39.32914,29.965533,38.054272,24.142708,29.187767
Fam168b,-0.450220843699309,-0.730378198851487,-0.673383963058331,-0.147595597997286,91.382221,73.753328,87.156607,75.253368,97.412328,50.982469,78.285786,107.206563,125.803449,112.70962,115.700503,90.048559,124.850903,121.12317,69.579819
Arhgef4,-2.93973135790686,-1.38396298826526,-0.68398460929789,-1.69228412974698,3.186961,1.743268,6.453372,9.369355,4.689634,6.737404,15.220334,13.565384,6.671696,7.566513,8.450208,11.855489,24.452545,5.534863,1.917307
Pank2,-0.309492741740032,0.333543417023921,0.276914573700136,0.725725409235213,21.902832,52.104896,33.526757,34.203728,43.497414,32.697122,32.887167,44.198849,45.485624,44.888179,64.95344,31.72187,27.143564,37.427225,21.019589
Ppfia1,-1.27890616479168,-0.967291909930886,-1.83971521564787,-0.799655028342868,24.36005,32.635915,25.390394,30.233151,75.14461,23.856543,16.514211,35.98358,29.063554,33.958394,50.660496,33.385406,59.110862,35.860044,29.668605
Mavs,-0.0683296667279098,-0.196685079786101,0.0537500928289226,-0.00949132474338188,39.14821,35.02305,33.779958,35.81567,21.025523,21.624353,42.605099,40.371651,35.351304,40.777821,38.857057,42.672428,41.046978,30.881139,49.749028
Bcdin3d,-1.65481641739137,0.276619492617356,0.929765990678407,0.830346961559257,4.540184,1.69298,21.2533,17.317835,14.979402,3.076045,27.233928,24.599603,17.711732,25.420388,15.180023,17.287135,14.296273,11.571586,18.798932
Atg14,-0.999695854705563,-0.228357813294254,-0.579513689911907,-0.413422597861789,11.442384,9.210243,17.940325,19.530457,6.830779,9.758926,15.311014,16.824901,24.681314,17.179177,23.407826,27.572232,22.879944,18.360185,11.188867
Mrpl47,0.744417646229568,2.02518472757739,1.51314406573188,0.913313817231467,7.646016,0,7.846554,18.577382,52.878629,4.515051,13.027015,11.080793,10.199189,8.595636,20.415112,12.291778,4.563974,8.215854,10.155743
Rapgef6,-0.562715275671136,0.117842396997539,-0.604322301352334,-0.182327784584971,31.999063,87.428358,35.336649,51.286792,28.259069,29.748952,31.089397,55.783956,43.140507,41.652906,47.866862,84.242507,47.264105,50.058178,74.708212
Fbxo34,-0.298893479621659,-0.730706143675775,-0.557260906339546,-1.26626496135712,29.550686,54.411855,12.907605,21.906803,46.957756,15.838655,24.705362,22.371769,17.556684,15.113315,18.173734,16.889667,36.353269,17.454915,15.439916
Dlgap5,Inf,Inf,Inf,NA,5.773835,0,2.791383,5.15371,8.636352,7.184112,5.634864,2.12563,1.686264,0,7.86144,1.331584,0,4.740603,7.895183
H2-DMb2,3.32589466943443,3.37944490605668,2.97196328131679,3.10836372848229,12.239024,5.916496,12.814615,12.701851,17.097513,18.482455,9.576412,14.930521,18.764342,10.526002,16.80791,17.671079,1.220542,13.292621,16.632223
Plekhg2,1.25474827136506,0.668562064027546,0.337988768851042,1.01421803063712,96.328455,115.899669,40.035811,64.164522,29.259858,90.482101,51.024938,36.269851,76.678775,81.535695,101.957964,94.261885,40.368046,120.365352,90.728321
Zdhhc18,-0.526981498325684,-0.716031875629663,0.175635794821156,-0.287372663611631,18.96189,25.296685,20.005674,16.633046,44.148546,28.16843,30.859615,35.764564,26.669726,22.387782,21.607618,34.014719,27.322401,22.324572,51.580772
Rps16,0.123730309090741,-0.534487576532198,-0.0705743199424346,-0.155074392093764,728.753447,685.213649,852.047,461.782313,601.763184,339.236481,636.92618,570.406141,684.041521,600.692271,599.792991,457.90826,668.858249,743.15717,724.524977
Mcrs1,0.73086803980174,0.248653217453942,-0.138974478960102,0.203755883224639,54.662709,93.56423,37.411716,39.131818,45.76824,15.354768,29.911794,72.825692,44.966898,37.932772,47.901562,38.343789,32.936538,34.304113,37.771303
Wdhd1,0.303160649799856,0.458828197106159,-1.47873543645785,0.354556722284322,7.827041,0,0.874495,8.71883,13.093367,1.998058,2.276111,7.409187,6.112213,8.110906,1.774929,2.238447,6.34362,2.382907,3.785718
Tob1,2.65034178916646,2.405877346283,1.55956893660482,3.01721314424914,226.272306,233.888873,150.311093,191.003037,52.183912,172.316952,106.237063,34.042402,120.30996,291.790189,255.160734,218.352051,36.041182,220.861273,222.780125
Ephx3,-0.697532972411278,-1.35482944279663,-Inf,0.124677431602554,3.218023,1.68328,4.370279,2.040437,0.1088,5.21562,0,0.550782,3.047029,5.689828,0.635995,2.996322,5.218762,1.568826,2.286426
Gch1,1.61003523586372,0.884557374591907,0.813563778467283,0.801560674659401,18.656215,13.86691,11.762679,11.283217,12.308737,17.737202,10.741421,8.896788,13.256005,10.652424,13.667045,10.261644,6.111596,12.131422,13.248284
Clba1,-1.31231828330919,-0.377474166392007,0.697352013768497,-0.371178909646455,1.491758,4.228211,2.743671,2.85177,0,3.836545,6.007163,2.251745,0.497592,2.864241,1.377565,4.488852,3.704636,3.942445,0
Nme1,-1.05327096961819,-1.40734093738269,-1.07503871777275,-3.48994336361853,9.612824,0,9.534313,7.520822,6.960355,15.818419,9.468872,13.035286,27.621138,1.775577,4.881329,4.673761,19.948817,28.797814,5.111826
Bclaf1,-1.05171351388556,-0.89355498166435,-0.816688292640979,-0.811604440868717,85.327007,139.823373,91.206783,95.213159,127.263114,92.459572,100.423685,95.566462,116.713039,100.778188,85.14994,90.307695,176.882076,88.795911,47.877577
Tnfrsf23,-0.612733340535692,-0.459055844582969,-2.34681609390956,0.426162532323745,13.788909,28.97142,5.502404,15.338802,10.502235,18.012805,4.144947,10.958366,23.249629,28.331445,21.969763,37.04797,21.08536,15.134228,8.650165
Spag1,0.615587540834661,0.318284485326507,-0.451025582066365,-0.119358675634721,6.916036,7.432465,3.620812,5.628078,14.56966,9.592333,3.301982,5.509614,2.060891,4.155434,1.633017,0,4.513848,2.191809,3.473328
Wdtc1,-1.09807662249656,-0.367518822270698,-0.678719581331718,-0.677660762413515,10.639089,18.451034,16.545044,17.653233,17.522572,17.097151,14.227988,22.283863,14.556478,14.238434,17.880314,10.599408,22.775003,14.736346,14.417078
Zfp60,-3.01215627907116,0.682464261370735,-0.519313853715189,-0.416010485894896,1.583933,11.908679,6.220523,20.508241,13.694091,7.1804,8.915735,6.283687,4.703327,9.577553,6.193271,11.464537,12.778686,6.048863,12.314149
Prkci,-0.203217471806222,0.246646046569482,0.0342777501698982,1.89232258902992,9.170404,76.112568,8.840787,12.525956,21.735215,7.806216,10.811393,23.531808,25.775409,39.193034,14.164461,22.43299,10.557547,15.17108,6.75918
Vps13b,-0.0432027187792809,0.394503447988859,-0.306821138449797,0.326637076752378,11.442814,9.153859,12.165966,15.498709,17.339337,14.799864,9.531819,15.931742,14.048935,14.786511,12.601756,19.638549,11.790661,13.668254,18.421132
H2-DMa,-0.209485302689572,-0.500039626451043,-0.252732014977799,-0.261412308280578,217.67318,66.960817,254.059899,177.966949,251.93287,157.985284,211.244964,194.894108,253.050648,209.977778,238.38036,210.52234,251.690186,189.00912,219.325714
Phc3,-0.717253218207175,0.460245958077037,-0.636839115142441,0.599257257793843,15.207387,21.737349,19.962184,34.396731,39.263622,31.078361,16.079097,36.911977,34.3807,37.875968,30.260847,27.673197,25.001688,30.924776,39.798403
Slc20a2,0.501595378911695,0.367674158283755,-0.227232333054159,1.30354354947924,7.424013,4.447432,10.027522,6.765882,4.934665,7.780239,4.479605,9.535381,24.952498,12.943424,6.573956,9.047476,5.243768,8.581145,24.746734
Gpr160,-1.25412379560104,-0.823726839086176,-0.154772100322853,0.608341347530416,22.158807,19.946911,31.793454,29.861304,37.004998,45.581482,47.477103,62.120488,31.720746,80.57573,54.793492,56.101032,52.853683,27.044226,36.123974
Cdkn1c,1.00672471952386,-0.184662828876714,0.923787182266105,0.784258665404228,19.68831,35.058203,29.49554,8.621147,15.358494,11.241733,18.588389,18.845037,46.446271,16.874833,23.280651,18.384237,9.798376,28.491765,10.490802
Ldah,-0.442197411299782,-0.124413363083753,0.236000339264083,0.0637979601450586,30.227875,29.161709,29.638855,37.676465,59.832029,25.046053,48.368819,31.193733,25.441159,42.92669,47.48467,44.925852,41.069773,43.442864,22.922891
Rfx7,-0.0980907366624368,0.194734180281786,-0.227682923217306,0.0482521768003366,15.53698,9.781227,13.920929,19.03337,20.814573,14.454457,14.202195,18.824082,12.589219,17.195714,14.662287,18.145261,16.6301,16.389964,17.360905
Atp8a1,-0.113020993440371,0.285638132523362,-0.675355334391806,0.59466699407336,76.713334,62.759933,69.333728,101.129815,115.512657,55.134594,51.950694,132.674031,87.387228,125.287046,98.70336,96.678756,82.964742,87.098969,99.380953
Ahdc1,0.311108880267846,0.0624282146132292,0.0374409642235932,0.556496397848883,28.24079,23.048673,31.978846,23.769306,47.749124,20.160778,23.36117,38.345786,36.293111,33.476947,23.92597,61.794006,22.762698,32.145128,16.260871
Ddhd1,-0.262384416061552,-0.390328195357461,-0.31607383962934,0.230167112471211,10.493881,25.124717,19.857099,9.603316,24.782957,11.355882,10.110532,14.614329,9.115019,14.764166,12.887352,11.637794,12.586985,15.780954,9.02678
Lzts3,-0.489634625508834,-0.560873472146324,-0.492490293948745,-0.536912508855333,6.343047,15.484844,5.428655,6.037441,8.650541,4.536363,6.330504,7.103882,6.279674,6.138551,10.064855,3.538816,8.906204,7.225265,3.964987
Cd81,-0.206329155827099,-0.144585628571243,-0.442277839707353,0.0320519043292796,1353.382887,1186.900335,1527.798094,1412.5614,1452.683037,981.57373,1149.193205,1429.910303,1757.705321,1596.54267,1843.708707,1832.575109,1561.463891,1813.779668,1657.517029
Fam13a,-1.56424673026039,-0.040873653229979,-1.07928979512089,0.418000459999352,1.606451,4.139912,1.71843,4.617942,0,4.868206,2.248299,3.834384,2.977795,6.347217,3.761309,7.766817,4.750646,3.676059,2.891628
Cisd1,-0.80781140864217,-1.66264219280436,-1.91179596005062,-0.932088324566755,12.264601,0,23.872765,6.781468,10.051182,12.554633,5.705858,14.419789,5.833939,11.252327,9.638334,6.745551,21.469844,6.106608,5.692794
Tmem33,0.172109648866928,-0.225048749546494,-0.220669611664917,-0.476604332734043,99.192075,49.07146,69.417497,75.321747,85.107572,48.116892,75.550725,66.548648,68.042398,63.26953,94.938398,56.839291,88.037319,75.303555,179.194524
Gnpnat1,-1.71705820228455,0.229833443917262,0.257860938965302,1.24100677706421,2.820537,17.319975,14.884162,10.874382,5.591802,17.706843,11.087706,15.604813,10.90328,21.917857,15.039828,10.16661,9.272948,8.566285,18.924869
Ckap2,-0.319284407583152,-2.85475958104173,-1.94540565997374,-1.94700414972755,11.027392,0,2.314422,1.902036,0,1.416147,3.572412,2.550889,0,3.568456,2.065998,1.753984,13.759004,1.830053,2.471021
Mynn,-0.338278833923971,-1.13391292480651,-1.775145726589,-0.385973146030281,26.527786,111.926535,14.759247,15.28239,81.437465,8.697634,9.798531,15.676943,34.988075,25.665137,23.45629,12.722352,33.537685,13.662466,17.152346
Themis2,-0.668012058128661,-0.282194701146852,-0.0489605034575118,0.156006662877884,54.003771,36.358905,76.355755,70.561318,84.885267,45.59449,82.94251,99.496493,100.154486,95.604523,98.616721,84.535749,85.805624,72.931578,73.698778
Limch1,-0.98690749106173,1.15106128175317,-1.77956084601378,0.910478609788081,1.761737,0,1.471493,7.754143,0.595759,3.973608,1.017018,0.813053,0.632325,6.563133,0,1.057407,3.491643,2.886049,0
Mrps26,0.953186462726439,0.631051707783104,-0.754911211431877,0.653173032056991,34.630014,16.842466,24.254409,27.700043,29.628532,16.624086,10.598979,20.976026,26.572972,28.12805,16.987856,16.525536,17.886071,23.092444,39.397696
Eef1a1,0.253378544448246,-0.15519533623698,-0.0481770348552547,0.107014453246329,3794.87077,4202.557261,3753.989664,2858.933131,3195.610563,2300.077634,3079.071092,2905.97833,3748.727993,3428.759385,4163.964885,3243.877376,3183.628977,4173.368958,3579.347907
Fam222b,-0.922052980733838,-0.99913037596213,0.561354403879704,0.191789919430711,11.219326,7.338341,11.448584,10.635653,13.17636,11.84758,31.370171,14.855071,17.693787,24.281018,15.101588,18.492667,21.258488,10.457379,11.766407
Xkr8,-0.16451150330814,-0.300533041723825,-1.60646329610427,0.932217523159736,11.13799,4.631065,6.186496,10.135852,18.222301,4.487324,4.099549,6.951204,6.180578,23.820735,15.330123,5.440584,12.483309,5.29865,2.719503
Actr5,-2.18262920513329,-1.75390725518527,0.176337613440199,-0.798943266530601,5.407264,4.228211,10.973453,7.278397,25.351583,12.854283,27.739418,22.694996,14.05882,14.1094,11.858949,16.707738,24.547905,12.439791,9.587071
Mrpl23,1.25258940402418,0.485658141140633,0.0406538451086326,0.624679822756787,54.816777,3.195045,71.55173,32.213965,40.706203,17.160087,23.663803,37.138229,22.930806,35.47267,15.852972,29.159572,23.006286,37.203526,32.950063
Pced1a,-1.74189207091804,-0.502468780197598,-0.382230920615705,-1.62866090521753,7.388038,0,18.619441,17.443463,22.492073,9.731036,18.959545,23.353558,20.386061,7.991257,19.390308,12.435064,24.711032,13.537132,7.78718
Dzip1l,Inf,Inf,Inf,Inf,1.383529,4.577141,0.580287,3.7065,11.139319,3.718345,6.098136,2.471928,0,0.760425,0,1.731945,0,0.872991,2.068957
Apopt1,-0.380939394334423,-0.32217658822031,0.859454474645085,-0.276461533511487,15.875741,99.326265,14.591824,16.53573,56.187708,18.158464,37.508506,23.575143,22.15944,17.068092,17.441307,8.479721,20.673223,16.906998,10.586823
Vopp1,2.22977810304446,3.08919587146589,-0.0517092397779773,2.5475131511026,5.393878,0,6.472489,9.786145,6.797428,9.103451,1.109443,9.285162,6.766957,6.72278,2.814601,6.105429,1.149929,4.728748,4.673847
Phf12,-0.214873612427241,-0.155843446105845,-0.41642237092707,-0.22660022660472,83.240641,120.792835,88.003157,86.717204,114.016343,44.881866,72.387436,119.917278,141.357651,82.566781,133.741748,167.950102,96.609274,82.731578,134.229128
N4bp2,2.66979234315515,1.99905783304911,2.38619937362898,1.29710685415262,19.145769,7.631937,43.057664,12.027119,28.235801,10.336114,15.729062,11.366836,11.817926,7.393555,18.864151,12.686496,3.008744,7.082823,9.951659
Rpl10a,-0.248768727679619,-0.516844984875454,0.0519920149677564,-0.400115428050584,507.032365,355.051223,480.642468,421.052924,638.798143,361.173644,624.559311,675.217108,668.154585,456.536795,635.281403,443.349968,602.452112,564.786755,608.924738
Fam76b,1.02942962037275,0.822704089776658,0.909424031049505,1.39197878321031,39.629603,10.689443,27.678961,34.339118,32.626954,20.388852,36.46653,44.746452,42.379545,50.951608,45.45084,33.409112,19.414693,41.907159,37.816546
Ctnna1,-0.0596600539282375,-0.168733313781383,-0.750148228408373,-0.192259792751878,53.735431,42.674306,50.305754,49.822603,62.875376,39.515378,33.296845,39.132432,54.565786,49.016719,48.979859,42.109856,56.004149,70.352871,52.089617
Fbxw17,-2.80124841093108,-0.858201746941655,-3.13604697289025,-1.36818210889796,3.98879,0,36.038429,15.337568,4.029205,14.392097,3.162691,20.394454,14.808588,10.770531,28.813784,7.694148,27.803596,8.675214,19.552713
Abhd18,-0.992370582669227,0.309371519408811,-1.7290125651121,-0.699475350936432,3.791936,1.627987,3.211111,9.348123,7.138761,9.685424,2.275672,9.985649,9.205501,4.645487,4.625814,14.81787,7.543872,3.094881,0.858144
Tgm2,-0.232172243883352,-0.379914500573156,-0.998742553913585,-0.388096382191828,99.704758,68.330087,71.766596,89.999694,69.666432,50.75267,58.607774,61.063791,84.331915,89.490728,104.225115,57.636376,117.113428,77.083934,74.833238
Smim14,0.217306673532598,0.64025577001007,0.215086959454498,-0.0956512361757697,79.708312,80.589499,52.634948,106.862167,48.136827,55.17744,79.585768,78.830715,40.143887,64.164364,69.05276,56.359079,68.56268,86.98959,52.888184
Tspan14,-0.521804547090622,-0.341595079676104,-0.525906836127062,0.0644938478790762,177.574808,182.044125,249.424286,201.200849,283.59421,136.364561,177.070593,296.977102,291.640536,266.60897,267.32938,270.635393,254.953028,246.369173,203.063833
Ppm1k,-1.28915309542509,-1.10381995844873,-0.958183186705334,-0.540772418162378,7.15325,7.698828,7.792491,8.133814,6.036918,3.815533,8.997778,11.717984,47.897974,12.016789,9.606595,9.37784,17.481438,8.635937,9.320012
