geneid_symbol,pvn_A14_log2FC,pvn_L14_log2FC,pvn_A3_log2FC,pvn_L3_log2FC,PVN_14A1,PVN_14A2,PVN_14A3,PVN_14L1,PVN_14L3_b1,PVN_14L4,PVN_3A1_b1,PVN_3A2,PVN_3A3_b1,PVN_3L1_b1,PVN_3L2_b1,PVN_3L3,PVN_naive1,PVN_naive2,PVN_naive3
Gnai3,0.569132729258906,0.101948274678943,0.429287285166682,0.464323528275552,64.029881,84.281454,56.646581,46.317612,57.994949,31.799117,58.114569,61.545726,49.663419,59.543174,56.283884,42.432207,43.157539,61.12053,51.360168
Cdc45,Inf,Inf,Inf,Inf,9.86904,0,6.144209,7.408352,0,2.615691,28.417208,5.115629,1.683133,4.214406,0.15097,2.998583,0,0.639869,0.5448
Narf,-0.2830640461728,-0.00174371718097361,-0.0467146425124789,0.348971543439762,30.097874,32.157521,31.754187,36.578145,43.143208,47.939023,35.455538,35.63372,24.591551,46.644183,29.948715,36.283395,36.622382,29.115047,45.389329
Cav2,-0.934405163675635,-1.30216366731907,-5.69344005027898,-0.640885850585561,5.375146,0,2.243516,4.165661,8.409067,5.940155,0.198508,3.047457,3.109785,6.587921,3.5762,0,10.272455,4.317851,0
Klf6,-0.190073951873347,0.336460883221132,0.466206766206441,-0.0932219805259304,308.385392,635.644194,449.553836,444.218434,541.366923,170.796632,486.019819,618.14063,705.449818,329.798857,384.552663,492.65719,351.812899,445.241163,379.04358
Scmh1,0.265981168412076,-0.188638549046847,0.212049669792255,-0.383088085016866,79.551939,61.247625,29.445208,58.049248,20.113971,63.528954,76.63299,49.330806,41.015388,50.729602,46.915539,114.180245,66.158014,67.709043,69.333154
Cox5a,0.771542759955622,0.584299161085357,0.598732505771822,0.851503453538439,52.521544,56.489212,76.512586,46.128735,68.364299,15.663745,46.592543,65.471455,72.540475,55.514707,66.068131,96.953117,30.766633,35.658527,62.593031
Fer,-0.870186546083708,-0.570768766861158,-0.672481099475102,0.441260903743481,7.083978,4.13207,15.53205,8.717881,24.677874,12.296301,8.124422,11.645135,15.835549,17.581755,15.226017,15.772588,12.948798,13.091734,1.537834
Xpo6,-1.98539039554063,-1.6663403896478,-1.56591190739991,-1.57710346332581,43.631586,147.133304,39.211724,54.430788,114.868334,37.60668,58.354803,61.367931,62.150251,57.903873,63.114249,56.630342,172.767903,48.947677,147.49984
Tfe3,0.263053896533833,-0.277233865792815,-0.111310486061257,0.670487166533367,217.130745,214.066661,145.985202,149.306426,143.274609,179.007973,167.504475,143.12426,247.902623,287.985723,241.53826,229.136667,180.939843,199.534505,120.016571
Brat1,-0.860119223286858,-0.80212344023602,-0.433485394460501,-0.0795032623597538,20.07511,23.879586,19.560074,20.898562,33.059843,17.002048,26.982831,37.976012,32.879211,34.486312,33.939485,30.400205,36.440105,27.979827,27.79891
Gna12,-0.763272295151684,-0.644854036423131,-0.881787626399753,-0.285247307014098,208.191648,219.877021,267.612471,226.001203,234.397225,157.428522,191.772634,251.99555,270.64009,289.97674,316.327036,269.53131,353.371206,283.153813,250.064079
Itgb2l,4.55971553107033,2.56693262665056,6.12120709784504,2.98828981343506,64.453686,10.973772,7.043468,16.194231,26.853464,21.424535,190.240754,92.435147,34.17574,21.6871,5.119371,24.417542,2.732981,2.401738,2.029186
Dlat,-1.82610156902939,-1.70779863911269,-1.88919807622463,-0.504328817676843,9.993486,69.783931,23.818081,10.847502,29.900855,15.89701,9.565839,22.397176,20.742713,24.981025,29.482936,33.090961,35.434667,16.297471,23.957673
Sdhd,1.63207954427766,0.798944062103491,1.34333501104578,1.24937231502354,65.694603,71.564362,41.755676,36.874906,58.751597,45.391038,53.77853,52.465555,43.589298,50.387561,44.655629,37.958061,21.194579,54.416498,57.852739
Fgf6,Inf,Inf,Inf,Inf,1.51776,1.682017,0.780234,1.581097,0,1.78275,0.563671,1.440277,0,0.508324,0,2.207376,0,0.447516,0.949493
Ccnd2,-0.67230905175037,-1.15247136866135,-1.70207241597662,-2.61449357632179,3.41446,0,2.552814,2.447816,0.787961,6.051376,1.67237,2.448539,1.394134,0.888518,0.347824,6.735168,5.441357,2.593626,0.138156
Gpr107,-1.19533016506002,-0.408232989353536,-1.67546844122155,-0.814837579828493,36.01504,136.828027,53.986817,62.147514,40.243281,38.835074,25.819503,40.504345,34.32939,46.883884,63.528636,45.252479,82.473445,30.590675,53.399555
Nalcn,0.984835992055676,0.344162645997159,1.11946247627174,-2.0017384089867,3.899843,3.53895,1.222032,2.501412,0,2.286622,4.281281,1.344153,0,0.492038,0.032241,0.406853,1.970525,0.609535,0
Btbd17,-2.95226607920439,-2.04576701648347,-2.79004340581439,-2.11097176783198,1.482693,0,0.497153,2.779295,11.277332,1.216878,1.659148,0.200813,0.327351,2.656477,2.081227,6.635339,11.475507,1.096939,0
Slfn4,4.51978163452748,4.20267295255665,6.70353203820509,3.80032213899346,14.178914,4.982716,2.033766,11.381087,9.467693,5.176653,64.419499,47.202543,4.480742,8.611208,7.648148,11.320308,0.618092,0.853163,1.207335
Tspan32,1.37338342236689,1.12939039755283,0.947378709601851,0.0116998950066614,20.340007,0,7.18048,17.175203,15.093908,8.64887,15.139478,23.779638,10.735399,7.914865,10.018716,21.54378,7.850937,9.871555,28.427798
Gmpr,-1.27860296734575,-0.836564088455588,-1.22055213883575,-0.796107234454611,30.141573,2.687263,38.348583,40.948017,31.746406,23.899168,31.379134,49.844867,32.758963,42.112556,37.907362,37.244241,73.124643,50.556889,15.866526
Trim25,0.284930269586987,-0.405942348180354,-0.19440251212053,0.0924359660512837,28.802616,48.238868,22.310071,17.842617,23.110997,14.123583,20.660384,18.153655,24.738685,25.204923,26.617806,17.225562,23.640648,18.978233,9.718867
Dgke,0.191128393080648,-0.165770468643777,-0.284561081867875,-0.0770552863784417,4.743123,6.566624,1.882686,3.703626,2.609296,4.056224,3.410889,4.835022,2.813006,3.93852,4.918821,3.79274,4.154598,2.895824,3.639805
Scpep1,-0.352082010847153,-0.549251896770183,-1.26455345561861,0.0277134498192983,61.900275,70.673342,85.176035,53.993133,65.171201,37.412679,32.886019,77.804971,74.642346,80.541999,79.750042,74.300308,79.009593,73.991826,73.394277
Mnt,-1.47972538200805,-1.36149909467759,-1.11025307606058,-0.851768607556481,32.95801,61.905335,48.447215,35.772611,30.191015,42.84043,42.577801,48.740619,64.754435,50.932478,71.115258,56.875789,91.918453,46.836839,18.700646
Itgb2,-0.263861199103541,-0.304850064136612,0.0963287270742467,-0.0920477960279345,325.830738,393.70262,290.567364,316.703727,403.678093,203.270952,418.234663,481.829402,380.773971,367.039699,430.04617,348.485135,391.221026,339.859417,331.109548
Hddc2,-1.62574823428558,-2.02315426684387,-Inf,-0.129318425462182,5.419838,0,6.15132,4.114861,38.586962,6.682657,0,8.736365,4.447455,15.291728,3.998383,22.798282,16.725738,5.926059,0
Arvcf,-0.405877025078493,0.282196608175717,0.215399287950559,-0.29377473444635,43.361175,117.476589,54.768315,69.860525,124.538727,41.699443,66.699695,65.987534,53.274102,46.864846,58.580631,78.58299,57.448964,79.397493,35.961865
Comt,-0.149563372572456,-0.308250640352925,-0.0160644857942206,0.374897444080611,158.080882,160.158247,196.518033,141.615152,161.062266,104.478071,173.406958,195.850007,194.543089,227.382893,224.434451,161.935227,175.348644,147.665712,250.023048
Rtca,0.941387875974638,1.20327911743404,0.370340987448532,0.711592283751282,22.000445,71.630678,13.314223,26.379623,23.312659,18.228007,14.809119,21.92953,18.655927,18.761005,14.145204,14.949908,11.456329,18.556474,10.874991
Dbt,-1.32998313742875,-0.781418361894402,0.519928989208374,-0.790929876125786,7.872982,7.237289,16.334373,11.515259,14.23893,7.668033,28.380386,10.539355,10.614564,11.43959,18.908127,9.495912,19.792656,14.768014,32.112952
Dazap2,-0.155755085390753,-0.428312982745316,-0.176536328110457,-0.258743455239006,199.120887,152.076737,175.930063,164.842319,164.159694,107.452832,196.273217,206.937174,206.066644,185.401921,190.666805,191.12049,221.821568,198.226979,173.279624
Mcts1,2.66138818082669,1.56929243654212,2.62192101817412,2.48712757725458,63.849659,99.663413,28.796968,29.950564,88.946081,20.476303,62.126628,28.035551,44.480944,56.584947,45.939213,26.684974,10.09255,30.168216,28.791839
Rnf17,Inf,Inf,Inf,Inf,1.346838,7.749648,7.386995,7.892686,0,2.792008,27.817122,0.878852,3.357514,2.177905,6.962755,2.499452,0,2.126528,3.059115
Trappc10,-1.1909048327976,-1.0579078440773,-1.67630859288955,-0.772759745571575,31.096363,47.965681,38.547008,34.099317,27.298093,29.002748,22.212043,40.799311,32.604244,41.551223,50.01888,36.125852,70.991716,41.356825,20.645433
Ccm2,-1.13560153693903,-0.693410974060508,-0.921943522048079,-0.327850460477415,40.455841,49.33477,75.645908,54.965965,75.965579,58.158829,46.913594,84.035464,91.240976,70.817165,71.085915,39.676157,88.88559,42.897268,46.483391
Tbrg4,-0.534070226170259,-0.654006192767144,-0.407351941323544,-0.0522052252900511,47.491732,14.608754,33.298078,43.703245,69.057536,40.655896,51.851821,58.961134,104.030091,66.324476,59.780546,75.824338,68.768439,37.137362,147.346253
Tmprss2,4.67372037345962,2.99750635864436,1.06415894925387,2.87258580338291,24.283789,15.913686,5.194229,7.598463,1.382823,8.292345,1.989437,2.131279,3.709471,6.968205,4.523143,7.885738,0.951451,10.253042,8.351253
Ndufa9,0.303907711945671,-0.052139604178589,-0.334636834903284,0.295667273183087,77.105738,63.982446,54.497563,60.242887,71.152898,31.336997,49.529693,57.924496,56.899699,76.666578,74.809059,53.201366,62.459911,64.777301,67.988349
Galnt1,-1.28422757678352,-1.11198060204157,-1.13938021564719,-0.90319590787423,52.863421,128.380635,81.357034,59.567143,91.597821,39.657168,58.446521,84.792845,94.560391,68.842594,80.129769,86.50275,128.749718,79.201293,85.090559
Mkrn2,0.311506798434448,0.247148583287207,0.00556171918101333,0.0592416563823287,21.111828,12.448112,20.293257,20.190733,21.186859,14.51601,17.077614,20.223687,16.686805,17.725009,21.99246,19.450072,17.011905,18.791051,14.60615
Raf1,-0.189904015762793,-0.01312142724729,0.0466039011317887,0.341807404639634,71.473258,128.063412,73.183842,80.790527,106.508784,57.763029,84.205325,89.158834,70.828297,103.324822,111.757763,90.175002,81.528675,79.955091,116.715574
Pdgfb,-0.300826411718367,0.0447180167569413,-0.48232478007946,0.1600302275873,246.100138,252.005091,310.587546,312.702314,225.511356,206.740107,217.00783,266.324929,389.405545,338.722097,369.138477,403.529414,303.158417,322.708461,194.34827
Acvrl1,-0.167751523681813,-1.51339263847644,-0.648989758071148,-0.394015900395729,39.619884,20.374303,14.698855,15.589596,22.043634,15.354257,28.3822,24.116742,27.248897,33.86888,32.141761,33.85117,44.50527,21.652445,31.621764
Grasp,1.58259771924825,0.9476704956248,0.973299886350862,0.669810362034208,27.218158,4.061786,19.956888,17.527767,9.465178,17.200537,17.841929,8.816162,22.593567,14.457139,26.261304,16.995771,9.087603,24.07416,12.427016
Acvr1b,-1.5458861251357,-0.964725421087084,-0.433385118353874,-0.327175296823295,8.374575,2.665256,13.02226,12.528803,23.57962,11.568002,18.107519,25.21728,18.182649,19.490873,20.035174,17.321593,24.452365,13.59204,13.843675
Tom1l2,-0.358981617630349,0.324829711113286,-1.4135535853244,-0.0642447981057319,19.970327,22.937421,18.517482,32.079892,11.109285,26.359615,9.614515,31.882547,20.727792,24.496825,24.551636,34.20436,25.612349,17.163948,33.646152
Zfp385a,-0.615682541339167,-0.30651104954537,-0.198176578487316,-0.0384158236921601,101.061291,127.943141,115.332516,125.214532,152.935276,80.645164,134.979141,120.545681,142.461487,150.785451,127.57229,157.387062,154.854473,127.063456,119.915701
Itga5,1.84738897361767,-0.510360484292708,-1.10093435736738,0.699363170663302,111.812826,62.648639,30.140427,21.814151,43.8814,27.959055,14.486313,20.274738,35.020035,50.454676,63.983214,23.725396,31.072209,65.434201,26.590591
Wdr77,-0.944471984916314,-1.30265819347651,-0.594616823094672,-0.690184231734964,18.046499,35.148264,18.001928,14.078882,8.381057,16.568856,22.999048,19.124676,42.5842,21.524903,18.985528,13.246784,34.730206,17.046551,13.033844
Adora3,-0.760025267167507,-0.250044159410465,-0.309842821468149,0.24853883594244,46.654024,84.697702,113.311411,66.436802,85.436112,63.748609,63.739335,67.154287,66.45818,93.863589,89.767313,69.438227,79.009536,68.786382,68.483669
Atp5pb,0.603055654249094,0.892229534612379,1.46276370966366,0.493781703885974,54.283933,113.066433,75.976315,66.331729,75.601769,40.151844,98.507482,83.828381,56.929304,50.324164,69.709286,76.91096,35.738265,83.483256,69.661424
Hnrnpd,0.60763723964074,-0.050080259291145,0.489985459332397,0.252765008556005,265.778392,233.545434,174.976689,168.471706,110.592051,164.93688,244.964389,195.459642,227.178049,207.822461,221.707655,287.968152,174.422551,243.919222,174.695715
Dynlt1c,-0.245728337047529,0.0368863432993083,-Inf,0.4145944683497,13.14919,0,3.763841,15.994641,3.788789,15.101982,0,5.370461,4.631138,20.781456,3.250282,1.386156,15.590879,6.794657,22.865923
C1d,-2.9543086082655,-0.927766878633427,-0.0623847250154117,0.672221112580986,4.320995,0,34.479075,17.604902,9.194713,33.796054,32.073001,30.460005,13.960929,53.367639,40.131716,34.068668,33.490318,16.974558,25.852592
Gm2a,-0.418522304972989,-0.287476344113561,-0.366238218320554,-0.237227962729605,51.956087,65.818524,70.968759,56.896454,64.47864,49.390134,53.87354,73.697754,65.393476,58.913045,78.694462,58.653576,69.442317,80.207366,69.594335
Krit1,0.206569003111455,0.577578413230435,-0.393652037938566,0.908209455872108,33.2824,63.60311,29.824348,43.042709,51.742544,21.080195,21.954831,37.263731,28.36291,54.128932,40.103739,27.742175,28.842385,30.828968,24.352515
Clcn4,-0.586198685972875,-0.38891304234316,-0.236749404663747,-0.369487298805674,62.743115,58.549182,61.693365,71.937439,69.066043,47.496006,79.939383,72.652143,91.516744,72.91262,86.645116,83.802929,94.19535,85.907907,79.688202
Hk2,-0.820315163688408,-0.59691937930084,-0.775909455273018,-0.0704825070261388,109.661906,211.739647,145.561645,128.0279,155.937986,113.336774,113.089749,146.804833,152.722078,184.407216,181.50419,191.827951,193.640083,165.648766,127.966937
Myo18a,0.0541509888475727,0.122565291501224,-0.251667394881986,-0.0909380181536454,105.471488,77.63692,95.389866,110.593558,161.291729,66.777435,85.32466,109.681811,91.259441,95.380354,112.655333,97.630775,101.586033,120.377719,76.37957
Haao,-1.79039645274427,-0.394411026669904,-4.49976234053385,-2.08335357222044,9.693747,0,11.689133,25.510864,45.27292,14.284072,1.482147,11.570046,10.940038,7.912301,9.633506,9.123803,33.531634,6.758833,11.82489
Cd52,0.496899372389129,-0.867538924127175,1.65108602580252,0.120337073240868,179.861758,145.64,154.93972,69.855721,182.762643,94.217597,400.2982,229.230875,283.723612,138.542266,193.156459,140.027417,127.4551,141.447162,203.100715
Abhd15,-0.350988523626333,-0.956435201336702,-1.71565343709673,-0.596063111045665,72.056196,56.112509,55.861395,47.360221,80.420998,37.634202,27.981195,91.651757,78.813061,60.799013,64.790662,72.569775,91.90294,54.912803,52.501944
Loxl3,-0.696027949523212,-0.905362805083041,0.154198610048545,0.540999455850662,9.253844,3.843797,23.107463,8.003982,34.432535,10.689466,16.682682,17.297728,25.105346,21.812454,21.152248,16.334051,14.991582,21.87459,10.853059
Kat2b,-0.74425293219035,-0.210689716624622,-0.372872392850897,-0.166700740603755,29.472411,50.686622,29.746129,42.661311,18.487569,11.980586,38.125219,31.123274,29.191643,43.982124,31.176004,48.88168,49.369431,32.515805,17.486327
Rab5b,-0.462294838464435,-0.44523898361962,-0.879098274409558,-0.290603229227424,46.615242,75.290338,48.552184,47.169608,46.085261,32.455558,34.918663,67.46557,51.9061,52.506403,53.611797,46.592791,64.223291,62.954881,49.364246
Icosl,-0.366670146306,-0.260911474308119,-0.637249092669552,0.345493962106953,74.282984,118.075945,80.439566,79.932956,115.207126,64.520987,61.579614,123.653255,124.452873,121.694822,115.572443,129.96845,95.778505,83.190671,58.835663
Spg7,-0.662571386672869,-0.792852495194104,0.171718892489919,0.412051081472309,38.604025,31.255636,56.952245,35.270699,78.688163,50.246593,68.830193,42.169068,38.553644,81.306672,73.293154,58.100259,61.106365,31.469113,49.046083
Sult5a1,-0.619788388619404,1.64956213060019,1.64795323858882,1.08138185725313,0.521081,0,7.026853,2.512163,2.008441,1.572251,2.509363,3.390328,0,1.694371,0,0.38938,0.800719,3.173132,0
Rpl13,0.395177263953062,-0.115174563852691,0.159524410315537,0.0822916891399353,975.798052,517.110576,1003.50095,685.060202,1024.167178,600.085036,828.745855,809.819238,891.125089,785.546691,787.871816,570.463904,741.992878,911.477918,937.17612
Chmp1a,0.0550623135842457,-1.0200848235633,-0.258905431625073,-0.352855558934163,109.510814,72.964382,49.788472,51.976313,52.78243,44.612477,88.093385,66.799932,57.237041,82.539435,74.789319,55.404391,105.409948,63.397282,54.375678
Rpa1,0.446504976445849,0.599542766509652,-0.381920426309316,1.04651059580594,24.775655,48.039534,46.038128,27.548256,17.683316,8.615785,13.95225,35.037086,25.105491,37.553017,25.73231,61.393067,18.180832,25.41712,22.237848
Serpinf1,-0.641649239044151,-0.568745578147837,-0.908718637484146,0.147310990619124,79.899712,165.60026,125.677747,84.041037,102.7575,63.065036,66.397131,99.353702,140.468603,138.053019,111.684373,116.777093,124.652468,89.092512,126.389121
Tubgcp3,-1.57319737549701,-1.73340857364871,-1.33485282010553,-1.38705575905787,29.028739,70.992826,20.458884,25.977646,48.067119,21.030201,34.243412,35.951358,36.859932,33.026487,51.674215,34.727835,86.37892,32.086941,44.950999
Polr3d,-1.52439006642623,-0.712218169666705,-0.392973606053542,-1.54794081028136,15.458989,0,20.903179,27.143709,41.30694,25.285399,33.866583,18.750581,43.286684,15.208683,24.698811,31.814335,44.470112,36.296635,8.81519
Ddx3x,0.0736364989568068,0.0801219864354496,0.180421448683926,0.513690643811471,451.192412,623.076311,442.822587,453.225267,480.744736,287.421503,485.855653,382.234523,582.333386,612.112551,610.031789,543.016785,428.740976,652.132883,455.904231
Slc5a5,-0.596254368034751,0.104875259453782,-Inf,-2.13818557940481,1.927085,6.849215,0.762259,3.133011,1.945332,2.073064,0,1.007346,2.569557,0.66181,0,3.252053,2.913341,1.458622,0.309813
Usp32,-0.0116900878897641,-1.0024758968363,-0.769175426551342,-0.114565967046326,25.153305,40.468327,12.90115,12.657234,32.534407,11.451432,14.878846,13.568505,15.084446,23.422127,27.450966,46.245584,25.357949,22.799869,23.745623
Txnrd3,-0.786989417306575,-0.976069217728397,-Inf,-0.856384772303033,4.130835,3.253161,5.520356,3.623424,6.727055,3.860514,0,4.980348,3.26695,3.93684,3.482678,1.422483,7.127632,5.093509,8.655798
Zfp512b,-1.3398382791143,-0.0206305152683124,-1.40295202918586,0.268590134992839,10.089217,3.636645,14.741195,25.175527,43.34104,13.847835,9.657358,26.9443,33.325767,30.76399,12.195337,43.898342,25.538123,29.987182,13.079003
Dnajc5,0.00946626195543467,-0.627277429028623,0.11198056099092,-0.165552948654711,93.258397,69.450127,64.355109,59.98035,88.648108,47.944927,100.126221,99.694002,73.609322,82.604159,79.620712,85.306947,92.648484,74.13776,52.952603
Tpd52l2,0.846899621459179,0.134614615746492,-0.192812823554467,0.925708183216746,65.055844,24.461455,54.49158,39.707008,104.98468,39.176512,31.644751,73.861664,53.279327,68.708435,60.074119,96.919875,36.169635,35.798714,10.691634
Fmr1,0.143916238739853,-0.245767491606976,0.0459672973170412,0.582421492043201,38.642002,60.577702,37.192875,29.495321,53.023414,26.535802,36.105557,34.586803,58.806265,52.367622,43.091898,49.897096,34.973292,52.084414,17.788245
Bcl11a,-0.711422210705652,-0.33833309737368,-3.46382148997519,-1.94650411342919,3.572602,0,2.719978,4.626959,1.351694,13.639375,0.530188,3.675683,0.73123,1.517707,3.38484,1.309701,5.849841,1.742148,2.524164
Pxmp4,-2.8064561696983,-1.02293835963191,-1.0632115414223,-0.149330165705424,2.030318,0,7.225265,6.989666,42.571098,5.676551,6.797246,11.439758,5.228028,12.806743,11.408208,11.176545,14.203375,14.768825,8.485942
Dlg3,-0.389499949318069,-0.641700929620479,0.384242068651567,-0.646068909936343,15.242982,13.204932,16.421447,12.798229,22.635331,11.383417,26.060905,16.496771,21.164824,12.759539,22.344407,27.039569,19.967381,16.520204,6.784001
Gnb1l,-1.15910036630932,-0.210578732287705,1.21226918055197,-1.61592518988124,3.813741,9.052525,2.661063,7.360116,2.043164,9.627089,19.73352,2.128459,10.400168,2.778646,7.32344,4.542059,8.516775,3.866143,0
Mmp11,-0.307560627374936,0.68160408002111,-0.103152888903667,-2.29440122971016,5.017829,6.998294,9.87626,9.960568,35.271921,4.232468,5.781609,2.191571,5.518028,1.265952,5.058252,8.420249,6.210132,2.61515,0
Smarcb1,-0.704598331759681,-0.616573615973208,-0.094845089098338,-0.738831627349627,31.309671,15.654492,63.425812,33.279484,33.89246,29.16134,47.778501,39.109944,36.31216,30.575478,40.380357,30.941576,51.025085,52.405324,50.211276
Hip1r,1.44121520005617,0.472656669711684,1.40907050055594,0.86652243224961,26.643891,13.212746,15.527646,13.615465,11.01366,12.006525,26.056803,20.480964,17.688944,17.889487,18.270424,11.985293,9.811799,14.36328,12.384401
Nsun5,-0.0579727615275548,-0.0870926608990791,-0.257904635843313,-0.292526950846191,28.602742,32.837855,26.561559,28.031201,65.862742,28.095507,24.901309,31.093544,18.964212,24.310832,30.830301,16.784041,29.77551,17.490548,14.874541
Top1mt,0.175256326828907,0.402811744867236,-0.985488261574714,0.706835374975369,5.285207,0,2.834226,6.188181,8.487683,6.14197,2.363976,10.38094,20.8884,7.639822,9.959989,15.547708,4.680633,4.363965,13.331819
Mmp14,-1.27223855083801,-0.526602069835148,-0.559604522572163,0.170001048772258,21.73844,18.3296,44.059777,36.449143,35.399247,32.253654,35.624813,44.908916,35.232053,59.072555,44.811376,62.60952,52.50617,34.913543,27.775571
Slc7a7,-0.963838047734706,-0.322901243877091,-0.871424567207123,-0.219700461363441,63.405715,186.391651,117.544897,98.871155,98.799786,65.725881,67.600146,130.682768,141.18959,106.202842,129.330939,155.089519,123.672337,116.626077,134.354178
Oxa1l,-1.78994520089868,-1.03375472012798,-0.934364571635926,-1.27095822334393,24.187061,41.502495,43.326625,40.852545,36.510529,28.352464,43.766169,57.813136,56.936618,34.658818,48.756858,48.224521,83.639282,37.62612,28.210171
Heatr6,0.466025876425956,0.399493557935642,0.444809444640918,0.28404185276803,18.362362,13.65984,24.760231,17.53478,28.667856,9.348003,18.094299,18.261428,21.50832,16.186237,21.719721,17.977181,13.293544,12.973619,17.660694
Ccl3,0.161480871383948,-0.0819555497182933,0.565740287416131,0.181954973250725,1327.710241,974.164375,1489.627522,1121.557749,1351.108664,926.689787,1757.104194,1737.842958,2388.338406,1346.686864,1411.833974,1541.204279,1187.114799,943.174841,1631.298498
Icam4,0.748728760098763,1.40628022526577,1.41322624221166,-1.07587681931909,10.380412,0,10.669164,16.374095,13.915031,15.280315,16.45312,1.539077,18.786879,2.93058,13.956996,22.145011,6.177671,16.840681,29.32261
Ilf2,-1.04770347001917,-0.734440422294911,-0.757201814375697,-0.599210282611161,32.794925,33.85836,34.449541,40.74818,66.243034,35.312552,40.110341,30.520772,18.030724,44.752422,46.088063,43.888256,67.794867,27.642311,24.12193
Chtop,0.349158350809695,0.0397596895566841,-0.0375649747236784,0.0824151424605954,154.000916,122.375156,108.731562,124.275359,110.870119,69.731003,117.789881,135.376947,170.14148,128.004606,137.900325,155.518583,120.897179,101.882802,82.436306
Snapin,-0.274492908451327,-0.885110712533594,-0.689282074025465,-0.682600123022297,49.70569,33.851893,33.464111,32.553061,37.259448,44.253193,37.285685,49.66316,32.807909,37.458777,44.506991,38.77878,60.122455,37.292984,31.724227
Mapk7,-0.629671677447688,-0.382169083303789,0.0425049153401943,0.389164631557292,23.184019,21.664266,23.928277,27.522915,35.615499,23.972528,36.94316,48.882506,45.58547,46.977404,30.704145,29.812861,35.870612,22.769254,43.960343
Epn2,-2.31399873751167,-1.16606140097658,-1.7703280905871,-1.64970120792868,9.377583,7.479596,19.845276,20.780428,15.350856,11.538558,13.669483,22.382789,12.448647,14.86156,30.220199,33.929925,46.630916,15.289632,11.061841
Sec24b,-0.546827161091782,-0.931776323470316,-1.53565519080588,-0.615862156482944,66.990738,73.048532,75.893437,51.301908,130.652721,83.997448,33.755758,73.369404,73.835306,63.860624,82.775581,128.75689,97.864716,77.77559,98.47017
N4bp3,0.872629209480569,-2.29166518963532,-Inf,-1.9644411008862,10.391355,0,4.468017,1.15911,7.008981,5.207127,0,1.689573,6.146065,1.454216,10.039278,1.719941,5.675245,5.957756,0
Rmnd5b,-2.02535820775543,-1.88578141007494,-0.620761043291603,-1.53457679531415,17.744288,34.250935,15.415494,19.546787,48.162372,7.08926,46.976911,29.032034,26.129637,24.934376,50.208673,39.066397,72.235744,30.510461,53.32994
Nhp2,1.82423261087106,1.53695572259322,2.64482649973457,0.962261400919608,33.29019,13.08384,20.99337,27.279557,19.534466,19.743958,58.794899,27.022059,25.438957,18.316272,18.293951,22.850677,9.400859,13.392069,22.94075
Vps9d1,-1.6827322738189,-0.122332655201847,-0.0931007043472023,-0.146076335348689,29.81434,13.563734,102.217824,87.933081,80.971712,136.497854,89.732958,82.126703,131.656804,86.497734,85.313385,88.439498,95.714578,67.162681,41.682384
Zfp276,-1.59129364266432,-1.51046576706878,-2.10546508165525,-0.814977927574753,40.20526,18.384675,32.530991,42.522079,33.428279,47.075638,28.15152,65.136582,58.655407,68.861613,34.392818,43.329336,121.146255,42.150256,40.117303
Mfsd10,-0.333246539265573,-0.720765822881259,0.0782869218111385,-0.488240989025996,60.603693,33.766299,39.991689,46.328065,89.750121,45.061095,80.608902,74.166985,80.294852,54.430348,50.036157,50.413942,76.351275,40.975822,33.626414
Luzp1,-0.423878978827719,0.138843075666378,-1.34774787289903,0.179063507268875,6.243428,9.739851,6.725425,9.221877,12.100473,11.491036,3.290871,9.593413,22.864404,9.482588,7.404133,14.336059,8.375744,12.551371,4.688631
Kctd10,0.800166857258268,-0.0361588167753814,0.633332090691997,0.378593038763264,40.823897,32.19691,25.115718,22.864165,23.019962,26.444013,36.36572,38.931415,29.959986,30.479518,21.154073,32.360951,23.44446,33.603813,21.257714
Poldip2,-0.0761496503852617,-0.431025139331239,-0.936812798135226,-0.373454117770184,63.503102,16.065237,39.839561,49.655433,16.117084,44.5511,34.971118,51.947121,57.624142,51.67701,42.05309,56.562324,66.945019,38.638991,48.244493
Ift20,1.92715961173574,0.8394520667447,1.75253086711097,1.64955799484811,59.031821,11.738268,50.947426,27.774969,24.46164,44.810194,52.301927,38.577872,67.239883,48.698969,34.580558,34.789237,15.522202,42.356982,42.210058
Lgals9,0.541227543094627,0.0782633082980181,0.357866457350115,0.114479513902201,253.823252,196.520877,181.83304,184.147269,159.716041,117.417044,223.529176,160.601619,163.385751,188.828458,251.187789,192.988046,174.423774,211.209,182.288501
Araf,-2.00907137687747,-1.81292992837805,-1.13977716926655,-0.897225878164033,30.483619,30.637256,60.639252,34.922955,73.757986,52.09002,55.68653,54.847593,54.156134,65.881787,61.170612,52.757722,122.703591,54.295658,62.911365
Cfp,0.166998883477059,-0.102865688352267,0.0363995081091899,-0.0122208553710066,13.04993,0,7.662941,10.823578,2.850157,9.974092,11.920483,21.454597,5.707135,11.525444,7.876489,16.329263,11.623489,3.099258,4.692949
Uxt,-0.565590185413116,-1.71162251345819,-Inf,-1.24197687320227,12.711992,21.625631,21.598598,5.74412,4.666852,7.42308,0,12.948203,6.494221,7.954281,13.054069,11.825433,18.813657,10.127188,0
